url,election_id,id,office,name
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"BEARD, JOHN W."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"BEYER, EDWARD W."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"BHOLA, VIP"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"BOCK, AUDIE E."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"BRITTON, JOEL"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"BROWN, ART"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"BURTON, JOHN C."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"CARSON, MICHAEL TODD"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"CHAMBERS, WILLIAM S."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"CHELI, MICHAEL F."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"CLEMENTS, D. LOGAN DARROW"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"COLEMAN, GARY WAYNE"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"COOK, MARY ""MARY CAREY"""
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"CULLENBINE, ROBERT"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"DAVIS, SCOTT W."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"DOLE, ROBERT ""BUTCH"""
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"EDWARDS JR., BOB L."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"FARRELL, WARREN THOMAS"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"FEINSTEIN, DAN M."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"FONTANES, LORRAINE (ABNER ZURD)"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"FORTE, GENE E."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"FOSS, DIANA"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"FRIEDMAN, RONALD J."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"GALLAGHER, LEO A."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"GORMAN, GEROLD L."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"GOSSE, RICHARD A."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"GREEN, JAMES H."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"GRISHAM, JACK"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"GUZZARDI, JOSEPH R."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"HALL, IVAN A."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"HAMIDI, KOVROSH K."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"HANLON, SARA A."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"HENDERSON, C. STEPHEN"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"HERNANDEZ, RALPH A."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"HICKEY, JOHN J."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"HOFFMANN JR., JAMES V."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"ISSA, S."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"KELLY, TREK T."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"KENNEDY, EDWARD T."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"KESSINGER, D. E."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"KIMBALL, KELLY P."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"KNAPP, STEPHEN L."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"KUNZMAN, JERRY"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"LANE, DICK"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"LEONARD, GARY"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"LEWIS, TODD RICHARD"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"LOUIE, CALVIN Y."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"MAILANDER, PAUL"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"MANNHEIM, ROBERT C."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"MARGOLIN, BRUCE MARTIN"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"MARIANO, PAUL A."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"MARTORANA, GINO"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"MC CARTHY, MIKE P."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"MC CLAIN, ROBERT H."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"MC MAHON, DENNIS D."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"MCNEILLY, MIKE"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"MEDNICK, SCOTT A."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"MEHR, CARL A."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"MILLER, JONATHAN D."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"MOBLEY, DARRYL L."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"MOCK, JEFFREY L."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"MORTENSEN, JOHN S."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"MUSILLI, DORENE"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"NAVE, PAUL"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"NEWMAN II, ROBERT C."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"PADILLA, JESSE LEONARD"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"PALMIERI, RONALD J."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"PAWLIK, GREGORY J."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"PINEDA JR., CHARLES"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"PRADY, BILL"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"PRICE, DARIN"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"QUINN, BYRAN"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"RAINFORTH, JEFF L."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"RAMIREZ, DANIEL C."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"RANKEN, CHRISTOPHER"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"RENZ, REVA RENEE"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"RICHARDS, DANIEL W."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"RICHTER, KEVIN C."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"RIGHTMYER, KURT E."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"ROBINSON, DAVID LAUGHING HORSE"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"ROSCOE, NED FENTON"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"RUSHFORD, SHARON L."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"RUSSELL, GEORGINA L."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"SAFFORD, JAMIE ROSEMARY"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"SAMS, DAVID R."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"SCHEIDLE, DARRIN H."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"SCHMIER, MICHAEL K."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"SCHWARTZMAN, GEORGE B."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"SMITH, B. E."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"SPRAGUE, RANDALL D."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"SPROUL, CHRISTOPHER A."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"STRAUSS, LAWRENCE"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"SYLVESTER, TIMOTHY J."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"TAYLOR, ALVAH LAVAR"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"TEMPLIN, DIANE BEALL"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"TILLEY, PATRICIA G."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"TRACY, BRIAN S."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"TSANGARES, WILLIAM"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"VALDEZ, MARC P."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"VANDEVENTER JR., JAMES M."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"VANN, PAUL W."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"VAUGHN, WILLIAM B."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"VO, VAN D."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"WALKER, CHUCK"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"WALKER, MAURICE J."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"WALTON, NATHAN"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"WATTS, DANIEL THOMAS"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"WEBER, C.T."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"WEIR, JIM P."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"WINTERS, LINGEL H."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"WOZNIAK, MICHAEL J."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=14,14,,GOVERNOR,"ZELLHOEFER, JON W."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=78,78,1353762,ASSEMBLY 80,"CASTANEDA, STEVE"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=78,78,1353845,ASSEMBLY 80,"GONZALEZ, LORENA S."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=143,143,1397017,ASSEMBLY 45,"CLARK, JUSTIN M."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=143,143,1400730,ASSEMBLY 45,"GABRIEL, JESSE"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=100,100,1241305,STATE SENATE 37,"MOORLACH, JOHN M.W."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=100,100,1374710,STATE SENATE 37,"NAMAZI, NAZ"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=100,100,1260382,STATE SENATE 37,"WAGNER, DON"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=75,75,1355159,STATE SENATE 32,"GILBERT, JOANNE T."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=75,75,1354799,STATE SENATE 32,"LEON, PAUL S."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=75,75,1226719,STATE SENATE 32,"TORRES, NORMA"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=75,75,1354087,STATE SENATE 32,"WALKER, LARRY"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=75,75,,STATE SENATE 32,"AVILA, PAUL VINCENT"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=32,32,1265441,ASSEMBLY 55,"FURUTANI, WARREN"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=32,32,1299805,ASSEMBLY 55,"GIPSON, MIKE"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=32,32,,ASSEMBLY 55,"EVANS, MERVIN"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=32,32,,ASSEMBLY 55,"GIBSON, CHARLOTTE S."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=32,32,,ASSEMBLY 55,"PETERS, HERB"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=32,32,,ASSEMBLY 55,"ROBERTSON, EVELYN D."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=24,24,1281241,STATE SENATE 35,"HARKEY, DIANE"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=24,24,1282258,STATE SENATE 35,"HARMAN, TOM"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=24,24,,STATE SENATE 35,"CABALLERO, LARRY M."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=97,97,1315657,STATE SENATE 07,"BONILLA, SUSAN"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=97,97,1299400,STATE SENATE 07,"BUCHANAN, JOAN"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=97,97,1355210,STATE SENATE 07,"GLAZER, STEVEN"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=97,97,,STATE SENATE 07,"HERTLE, MICHAELA"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=97,97,,STATE SENATE 07,"KREMIN, TERRY E"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=44,44,1317525,STATE SENATE 26,"PRICE, CURREN D."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=44,44,,STATE SENATE 26,"HENDERSON, CINDY VARELA"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=44,44,,STATE SENATE 26,"SHIFREN, NACHUM"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=38,38,1005673,STATE SENATE 12,"SALINAS, SIMON"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,1004452,STATE SENATE 01,"COX, DAVE"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,1260595,STATE SENATE 01,"MC DONALD, KRISTINE L."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,,STATE SENATE 01,"LEIBMAN, ROBERTO"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,,STATE SENATE 01,"SCHNEIDER, CHRISTOPHER D."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,1005175,STATE SENATE 03,"MIGDEN, CAROLE"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,,STATE SENATE 03,"FELDER, ANDREW"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,,STATE SENATE 03,"GRIMES, IAN J."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,,STATE SENATE 03,"JONES, DAVY"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,,STATE SENATE 03,"RHODES, DAVID"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,1003830,STATE SENATE 05,"MACHADO, MICHAEL J."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,1256414,STATE SENATE 05,"PODESTO, GARY"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,1004711,STATE SENATE 07,"TORLAKSON, TOM"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,1260636,STATE SENATE 09,"DEUTSCHE, PATRICIA A."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,1005184,STATE SENATE 09,"PERATA, DON"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,,STATE SENATE 09,"CONDIT, TOM"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,,STATE SENATE 09,"VON PINNON, PETER J."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,1002880,STATE SENATE 11,"LEMPERT, TED"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,1004819,STATE SENATE 11,"SIMITIAN, S. JOSEPH"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,,STATE SENATE 11,"RICE, ALLEN M."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,,STATE SENATE 11,"ZELLHOEFER, JON W."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,1004827,STATE SENATE 13,"ALQUIST, ELAINE"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,1220783,STATE SENATE 13,"DIAZ, MANNY"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,,STATE SENATE 13,"CONNOLLY, SHANE PATRICK"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,,STATE SENATE 13,"DIAZ, ANDREW G. ABE"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,,STATE SENATE 13,"LAURSEN, MICHAEL V."
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,,STATE SENATE 13,"MEDEIROS, JOSE FRANCIS"
https://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=5,5,,STATE SENATE 13,"WEBSTER, JOHN H."
